source_path,source_line,source_repo,confidence_class,confidence_reason,trade_id,symbol,close_timestamp_utc,close_timestamp_et,close_hour_et,close_session_bucket,event_type,close_venue,pnl_usd,close_reason,direction,strategy,workflow_profile,signal_session,signal_confidence,signal_votes,signal_detectors,timeframe,exit_profile,open_timestamp_et,entry_price,stop_loss,take_profit,units,max_tracked_pnl_usd,max_tracked_pnl_timestamp_et,practice_order,live_api,visible_in_oanda,duplicate_source_count,duplicate_sources
/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_VERSION_AUDIT_LAB/candidate_clones/cba_prod_current__1d0579d__d15f12e29ea9__20260425_053025/repo/RBOTZILLA_PHOENIX/_source_repos/RICK_LIVE_CLEAN_FROZEN/narration.jsonl,35117,RBOTZILLA_VERSION_AUDIT_LAB,unlinked_close_candidate,"positive close event found, but matching practice OCO receipt was not present in the scanned file",AMM_1_1763680741,EUR_USD,2025-11-20T23:19:09.820505+00:00,2025-11-20T18:19:09.820505-05:00,18,rollover_17_00,TRADE_CLOSED,oanda,50.0,,BUY,,,,,,,,,2025-11-20T18:19:01.076178-05:00,1.07978,1.07778,1.08618,1000.0,,,False,False,False,1,/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_VERSION_AUDIT_LAB/candidate_clones/cba_prod_current__1d0579d__d15f12e29ea9__20260425_053025/repo/RBOTZILLA_PHOENIX/_source_repos/RICK_LIVE_CLEAN_FROZEN/narration.jsonl
/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_VERSION_AUDIT_LAB/candidate_clones/cba_prod_current__1d0579d__d15f12e29ea9__20260425_053025/repo/RBOTZILLA_PHOENIX/_source_repos/RICK_LIVE_CLEAN_FROZEN/narration.jsonl,35195,RBOTZILLA_VERSION_AUDIT_LAB,unlinked_close_candidate,"positive close event found, but matching practice OCO receipt was not present in the scanned file",AMM_1_1763680844,EUR_USD,2025-11-20T23:20:50.194184+00:00,2025-11-20T18:20:50.194184-05:00,18,rollover_17_00,TRADE_CLOSED,oanda,50.0,,BUY,,,,,,,,,2025-11-20T18:20:44.865617-05:00,1.08092,1.07892,1.08732,1000.0,,,False,False,False,1,/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_VERSION_AUDIT_LAB/candidate_clones/cba_prod_current__1d0579d__d15f12e29ea9__20260425_053025/repo/RBOTZILLA_PHOENIX/_source_repos/RICK_LIVE_CLEAN_FROZEN/narration.jsonl
/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl,209034,WSL_LEGACY_READ_ONLY,high_confidence_practice_receipt,close event linked to matching PRACTICE OCO order with live_api=true and visible_in_oanda=true,145034,EUR_USD,2026-04-09T16:24:35.998298+00:00,2026-04-09T12:24:35.998298-04:00,12,midday_new_york_1130_14,TRADE_CLOSED,oanda,135.1857,mid_exit,BUY,momentum,,Momentum [M15],0.78,0,ema_stack;fibonacci,M15+H4+D1,,2026-04-09T11:20:41.940080-04:00,1.1696,1.16834,1.17144,92593.0,139.8154,2026-04-09T12:17:09.673051-04:00,True,True,True,2,/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_OANDA_CLEAN__pre_frozen_restore_20260415_094805/logs/narration.jsonl;/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl,209161,WSL_LEGACY_READ_ONLY,high_confidence_practice_receipt,close event linked to matching PRACTICE OCO order with live_api=true and visible_in_oanda=true,145073,USD_CHF,2026-04-09T16:32:17.252481+00:00,2026-04-09T12:32:17.252481-04:00,12,midday_new_york_1130_14,TRADE_CLOSED,oanda,166.646,mid_exit,SELL,momentum,,Momentum [M15],0.78,0,ema_stack;fibonacci,M15+H4+D1,,2026-04-09T11:33:59.650965-04:00,0.78964,0.7909,0.7878,-100000.0,180.5567,2026-04-09T12:29:56.895258-04:00,True,True,True,2,/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_OANDA_CLEAN__pre_frozen_restore_20260415_094805/logs/narration.jsonl;/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl,218511,WSL_LEGACY_READ_ONLY,high_confidence_practice_receipt,close event linked to matching PRACTICE OCO order with live_api=true and visible_in_oanda=true,145082,AUD_USD,2026-04-10T00:21:24.487324+00:00,2026-04-09T20:21:24.487324-04:00,20,rollover_17_00,TRADE_CLOSED,oanda,213.4931,mid_exit,SELL,Trend Continuation,,unknown,0.83,0,trap_reversal;rsi_extreme,M15,,2026-04-09T12:14:24.600554-04:00,0.70864,0.71014,0.70714,-158731.0,231.7473,2026-04-09T20:12:42.364313-04:00,True,True,True,2,/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_OANDA_CLEAN__pre_frozen_restore_20260415_094805/logs/narration.jsonl;/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl,287281,WSL_LEGACY_READ_ONLY,high_confidence_practice_receipt,close event linked to matching PRACTICE OCO order with live_api=true and visible_in_oanda=true,147481,EUR_USD,2026-04-13T02:17:01.186444+00:00,2026-04-12T22:17:01.186444-04:00,22,rollover_17_00,TRADE_CLOSED,oanda,17.5,mid_exit,BUY,Trend Continuation,,unknown,0.75,0,fvg,M15,,2026-04-12T17:54:43.518064-04:00,1.1678,1.1663,1.17005,25000.0,23.25,2026-04-12T21:13:35.751008-04:00,True,True,True,2,/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_OANDA_CLEAN__pre_frozen_restore_20260415_094805/logs/narration.jsonl;/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl,287283,WSL_LEGACY_READ_ONLY,high_confidence_practice_receipt,close event linked to matching PRACTICE OCO order with live_api=true and visible_in_oanda=true,147499,USD_CAD,2026-04-13T02:17:01.337195+00:00,2026-04-12T22:17:01.337195-04:00,22,rollover_17_00,TRADE_CLOSED,oanda,19.6405,mid_exit,SELL,reversal,,unknown,0.7713,0,trap_reversal;rsi_extreme,M15,,2026-04-12T19:55:26.211013-04:00,1.38746,1.38896,1.38521,-25000.0,25.1809,2026-04-12T21:14:20.306060-04:00,True,True,True,2,/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_OANDA_CLEAN__pre_frozen_restore_20260415_094805/logs/narration.jsonl;/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl,298751,WSL_LEGACY_READ_ONLY,high_confidence_practice_receipt,close event linked to matching PRACTICE OCO order with live_api=true and visible_in_oanda=true,147675,USD_CHF,2026-04-13T13:28:14.206638+00:00,2026-04-13T09:28:14.206638-04:00,9,post_london_overlap_09_1130,TRADE_CLOSED,oanda,18.1758,mid_exit,SELL,legacy,,unknown,0.8266,0,ema_stack;fibonacci,M15,,2026-04-13T08:41:51.661277-04:00,0.79022,0.79148,0.7877,-50000.0,38.2474,2026-04-13T09:15:24.780333-04:00,True,True,True,2,/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_OANDA_CLEAN__pre_frozen_restore_20260415_094805/logs/narration.jsonl;/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl,298879,WSL_LEGACY_READ_ONLY,high_confidence_practice_receipt,close event linked to matching PRACTICE OCO order with live_api=true and visible_in_oanda=true,147687,USD_CHF,2026-04-13T14:05:41.231176+00:00,2026-04-13T10:05:41.231176-04:00,10,post_london_overlap_09_1130,TRADE_CLOSED,oanda,3.6,estimated,SELL,momentum,,overlap,0.88,0,ema_stack;fibonacci,M15+H4+D1,,2026-04-13T09:42:54.608565-04:00,0.78954,0.7908,0.78702,-75000.0,62.1327,2026-04-13T09:54:55.228813-04:00,True,True,True,2,/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_OANDA_CLEAN__pre_frozen_restore_20260415_094805/logs/narration.jsonl;/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl,298929,WSL_LEGACY_READ_ONLY,high_confidence_practice_receipt,close event linked to matching PRACTICE OCO order with live_api=true and visible_in_oanda=true,147687,USD_CHF,2026-04-13T14:12:55.776893+00:00,2026-04-13T10:12:55.776893-04:00,10,post_london_overlap_09_1130,TRADE_CLOSED,oanda,89.4646,profit_harvest_close,SELL,legacy,momentum,london,0.88,0,ema_stack;fibonacci,M15,,2026-04-13T09:42:54.608565-04:00,0.78954,0.7908,0.78702,-75000.0,91.3498,2026-04-13T10:11:38.887420-04:00,True,True,True,2,/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_OANDA_CLEAN__pre_frozen_restore_20260415_094805/logs/narration.jsonl;/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl,299004,WSL_LEGACY_READ_ONLY,high_confidence_practice_receipt,close event linked to matching PRACTICE OCO order with live_api=true and visible_in_oanda=true,147701,AUD_USD,2026-04-13T14:24:05.090429+00:00,2026-04-13T10:24:05.090429-04:00,10,post_london_overlap_09_1130,TRADE_CLOSED,oanda,18.0,mid_exit,BUY,momentum,,london,0.8298,0,momentum_sma;ema_stack;fibonacci,M15,,2026-04-13T10:07:34.922455-04:00,0.70585,0.70459,0.70837,50000.0,39.5,2026-04-13T10:22:15.850360-04:00,True,True,True,3,/home/rfing/READ_ONLY_LEGACY/PRODUCTION_BUNDLES/OANDA_VSCODE_PROD_BUNDLE_20260413_104045/STATE_SNAPSHOT/narration_tail_200.jsonl;/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_OANDA_CLEAN__pre_frozen_restore_20260415_094805/logs/narration.jsonl;/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl,299189,WSL_LEGACY_READ_ONLY,high_confidence_practice_receipt,close event linked to matching PRACTICE OCO order with live_api=true and visible_in_oanda=true,147709,USD_CHF,2026-04-13T14:40:15.373276+00:00,2026-04-13T10:40:15.373276-04:00,10,post_london_overlap_09_1130,TRADE_CLOSED,oanda,82.0447,profit_harvest_close,SELL,momentum,momentum,overlap,0.88,0,momentum_sma;ema_stack;fibonacci,M15+H4+D1,,2026-04-13T10:13:55.105452-04:00,0.78837,0.78963,0.78585,-75000.0,74.4938,2026-04-13T10:33:48.764607-04:00,True,True,True,3,/home/rfing/READ_ONLY_LEGACY/PRODUCTION_BUNDLES/OANDA_VSCODE_PROD_BUNDLE_20260413_104045/STATE_SNAPSHOT/narration_tail_200.jsonl;/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_OANDA_CLEAN__pre_frozen_restore_20260415_094805/logs/narration.jsonl;/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl,299267,WSL_LEGACY_READ_ONLY,high_confidence_practice_receipt,close event linked to matching PRACTICE OCO order with live_api=true and visible_in_oanda=true,147695,EUR_USD,2026-04-13T14:47:27.977129+00:00,2026-04-13T10:47:27.977129-04:00,10,post_london_overlap_09_1130,TRADE_CLOSED,oanda,66.5,profit_harvest_close,BUY,momentum,momentum,london,0.8129,0,ema_stack;fibonacci,M15,,2026-04-13T09:53:16.252081-04:00,1.1705,1.16924,1.17302,50000.0,63.0,2026-04-13T10:46:45.238871-04:00,True,True,True,2,/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_OANDA_CLEAN__pre_frozen_restore_20260415_094805/logs/narration.jsonl;/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl,299940,WSL_LEGACY_READ_ONLY,high_confidence_practice_receipt,close event linked to matching PRACTICE OCO order with live_api=true and visible_in_oanda=true,147713,NZD_USD,2026-04-13T16:37:39.786445+00:00,2026-04-13T12:37:39.786445-04:00,12,midday_new_york_1130_14,TRADE_CLOSED,oanda,41.25,transcript_scratch,BUY,momentum,momentum,overlap,0.88,0,momentum_sma;ema_stack;fibonacci,M15,,2026-04-13T10:24:03.175188-04:00,0.58441,0.58315,0.58693,75000.0,44.25,2026-04-13T12:36:03.054453-04:00,True,True,True,2,/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_OANDA_CLEAN__pre_frozen_restore_20260415_094805/logs/narration.jsonl;/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl,300342,WSL_LEGACY_READ_ONLY,high_confidence_practice_receipt,close event linked to matching PRACTICE OCO order with live_api=true and visible_in_oanda=true,147764,EUR_USD,2026-04-13T18:11:37.791009+00:00,2026-04-13T14:11:37.791009-04:00,14,ny_afternoon_close_14_17,TRADE_CLOSED,oanda,1.0,transcript_scratch,BUY,momentum,momentum,new_york,0.78,0,momentum_sma;ema_stack;fibonacci,M15+H4+D1,,2026-04-13T14:09:35.899888-04:00,1.17358,1.17232,1.1761,25000.0,-2.0,2026-04-13T14:10:45.039782-04:00,True,True,True,2,/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_OANDA_CLEAN__pre_frozen_restore_20260415_094805/logs/narration.jsonl;/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl,302679,WSL_LEGACY_READ_ONLY,high_confidence_practice_receipt,close event linked to matching PRACTICE OCO order with live_api=true and visible_in_oanda=true,147792,GBP_USD,2026-04-13T22:27:38.651162+00:00,2026-04-13T18:27:38.651162-04:00,18,rollover_17_00,TRADE_CLOSED,oanda,19.75,session_router_exit,BUY,momentum,momentum,off_session,0.78,0,momentum_sma;ema_stack;fibonacci,M15,,2026-04-13T14:46:53.692324-04:00,1.34987,1.34861,1.35239,25000.0,27.0,2026-04-13T18:04:24.167587-04:00,True,True,True,2,/home/rfing/READ_ONLY_LEGACY/RBOTZILLA_OANDA_CLEAN__pre_frozen_restore_20260415_094805/logs/narration.jsonl;/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/logs/narration.jsonl
